t,S,T,A,wow,needle,phase,weather,pendingAsk
5100,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5200,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5300,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5400,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5500,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5600,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5700,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5800,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
5900,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6000,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6100,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6200,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6300,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6400,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6500,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6600,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6700,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6800,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
6900,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7000,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7100,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7200,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7300,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7400,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7500,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7600,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7700,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7800,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
7900,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8000,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8100,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8200,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8300,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8400,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8500,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8600,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8700,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8800,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
8900,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9000,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9100,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9200,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9300,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9400,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9500,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9600,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9700,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9800,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
9900,0.000000,0.000000,0.000000,0.000000,0.000000,IDLE,CLEAR,0
10000,0.000000,0.000000,0.000000,0.000000,0.000000,WORKING,CLEAR,0
10100,0.003571,0.002143,0.005357,0.000000,0.000000,WORKING,CLEAR,0
10200,0.007143,0.004286,0.010714,0.000000,0.000000,WORKING,CLEAR,0
10300,0.010714,0.006429,0.016071,0.000000,0.000000,WORKING,CLEAR,0
10400,0.014286,0.008571,0.021429,0.000000,0.000000,WORKING,CLEAR,0
10500,0.017857,0.010714,0.026786,0.000000,0.000000,WORKING,CLEAR,0
10600,0.021429,0.012857,0.032143,0.000000,0.000000,WORKING,CLEAR,0
10700,0.025000,0.015000,0.037500,0.000000,0.000000,WORKING,CLEAR,0
10800,0.028571,0.017143,0.042857,0.000000,0.000000,WORKING,CLEAR,0
10900,0.032143,0.019286,0.048214,0.000000,0.000000,WORKING,CLEAR,0
11000,0.035714,0.021429,0.053571,0.000000,0.000000,WORKING,CLEAR,0
11100,0.039286,0.023571,0.058929,0.000000,0.000000,WORKING,CLEAR,0
11200,0.042857,0.025714,0.064286,0.000000,0.000000,WORKING,CLEAR,0
11300,0.046429,0.027857,0.069643,0.000000,0.000000,WORKING,CLEAR,0
11400,0.050000,0.030000,0.075000,0.000000,0.000000,WORKING,CLEAR,0
11500,0.053571,0.032143,0.080357,0.000000,0.000000,WORKING,CLEAR,0
11600,0.057143,0.034286,0.085714,0.000000,0.000000,WORKING,CLEAR,0
11700,0.060714,0.036429,0.091071,0.000000,0.000000,WORKING,CLEAR,0
11800,0.064286,0.038571,0.096429,0.000000,0.000000,WORKING,CLEAR,0
11900,0.067857,0.040714,0.101786,0.000000,0.000000,WORKING,CLEAR,0
12000,0.071429,0.042857,0.107143,0.000000,0.000000,WORKING,CLEAR,0
12100,0.075000,0.045000,0.112500,0.000000,0.000000,WORKING,CLEAR,0
12200,0.078571,0.047143,0.117857,0.000000,0.000000,WORKING,CLEAR,0
12300,0.082143,0.049286,0.123214,0.000000,0.000000,WORKING,CLEAR,0
12400,0.085714,0.051429,0.128571,0.000000,0.000000,WORKING,CLEAR,0
12500,0.089286,0.053571,0.133929,0.000000,0.000000,WORKING,CLEAR,0
12600,0.092857,0.055714,0.139286,0.000000,0.000000,WORKING,CLEAR,0
12700,0.096429,0.057857,0.144643,0.000000,0.000000,WORKING,CLEAR,0
12800,0.100000,0.060000,0.150000,0.000000,0.000000,WORKING,CLEAR,0
12900,0.103571,0.062143,0.155357,0.000000,0.000000,WORKING,CLEAR,0
13000,0.107143,0.064286,0.160714,0.000000,0.000000,WORKING,CLEAR,0
13100,0.110714,0.066429,0.166071,0.000000,0.000000,WORKING,CLEAR,0
13200,0.114286,0.068571,0.171429,0.000000,0.000000,WORKING,CLEAR,0
13300,0.117857,0.070714,0.176786,0.000000,0.000000,WORKING,CLEAR,0
13400,0.121429,0.072857,0.182143,0.000000,0.000000,WORKING,CLEAR,0
13500,0.125000,0.075000,0.187500,0.000000,0.000000,WORKING,CLEAR,0
13600,0.128571,0.077143,0.192857,0.000000,0.000000,WORKING,CLEAR,0
13700,0.132143,0.079286,0.198214,0.000000,0.000000,WORKING,CLEAR,0
13800,0.135714,0.081429,0.203571,0.000000,0.000000,WORKING,CLEAR,0
13900,0.139286,0.083571,0.208929,0.000000,0.000000,WORKING,CLEAR,0
14000,0.142857,0.085714,0.214286,0.000000,0.000000,WORKING,CLEAR,0
14100,0.146429,0.087857,0.219643,0.000000,0.000000,WORKING,CLEAR,0
14200,0.150000,0.090000,0.225000,0.000000,0.000000,WORKING,CLEAR,0
14300,0.153571,0.092143,0.230357,0.000000,0.000000,WORKING,CLEAR,0
14400,0.157143,0.094286,0.235714,0.000000,0.000000,WORKING,CLEAR,0
14500,0.160714,0.096429,0.241071,0.000000,0.000000,WORKING,CLEAR,0
14600,0.164286,0.098571,0.246429,0.000000,0.000000,WORKING,CLEAR,0
14700,0.167857,0.100714,0.251786,0.000000,0.000000,WORKING,CLEAR,0
14800,0.171429,0.102857,0.257143,0.000000,0.000000,WORKING,CLEAR,0
14900,0.175000,0.105000,0.262500,0.000000,0.000000,WORKING,CLEAR,0
15000,0.178571,0.107143,0.267857,0.000000,0.000000,WORKING,CLEAR,0
15100,0.182143,0.109286,0.273214,0.000000,0.000000,WORKING,CLEAR,0
15200,0.185714,0.111429,0.278571,0.000000,0.000000,WORKING,CLEAR,0
15300,0.189286,0.113571,0.283929,0.000000,0.000000,WORKING,CLEAR,0
15400,0.192857,0.115714,0.289286,0.000000,0.000000,WORKING,CLEAR,0
15500,0.196429,0.117857,0.294643,0.000000,0.000000,WORKING,CLEAR,0
15600,0.200000,0.120000,0.300000,0.000000,0.000000,WORKING,CLEAR,0
15700,0.203571,0.122143,0.305357,0.000000,0.000000,WORKING,CLEAR,0
15800,0.207143,0.124286,0.310714,0.000000,0.000000,WORKING,CLEAR,0
15900,0.210714,0.126429,0.316071,0.000000,0.000000,WORKING,CLEAR,0
16000,0.214286,0.128571,0.321429,0.000000,0.000000,WORKING,CLEAR,0
16100,0.217857,0.130714,0.326786,0.000000,0.000000,WORKING,CLEAR,0
16200,0.221429,0.132857,0.332143,0.000000,0.000000,WORKING,CLEAR,0
16300,0.225000,0.135000,0.337500,0.000000,0.000000,WORKING,CLEAR,0
16400,0.228571,0.137143,0.342857,0.000000,0.000000,WORKING,CLEAR,0
16500,0.232143,0.139286,0.348214,0.000000,0.000000,WORKING,CLEAR,0
16600,0.235714,0.141429,0.353571,0.000000,0.000000,WORKING,CLEAR,0
16700,0.239286,0.143571,0.358929,0.000000,0.000000,WORKING,CLEAR,0
16800,0.242857,0.145714,0.364286,0.000000,0.000000,WORKING,CLEAR,0
16900,0.246429,0.147857,0.369643,0.000000,0.000000,WORKING,CLEAR,0
17000,0.250000,0.150000,0.375000,0.000000,0.000000,WORKING,CLEAR,0
17100,0.253571,0.152143,0.380357,0.000000,0.000000,WORKING,CLEAR,0
17200,0.257143,0.154286,0.385714,0.000000,0.000000,WORKING,CLEAR,0
17300,0.260714,0.156429,0.391071,0.000000,0.000000,WORKING,CLEAR,0
17400,0.264286,0.158571,0.396429,0.000000,0.000000,WORKING,CLEAR,0
17500,0.267857,0.160714,0.401786,0.000000,0.000000,WORKING,CLEAR,0
17600,0.271429,0.162857,0.407143,0.000000,0.000000,WORKING,CLEAR,0
17700,0.275000,0.165000,0.412500,0.000000,0.000000,WORKING,CLEAR,0
17800,0.278571,0.167143,0.417857,0.000000,0.000000,WORKING,CLEAR,0
17900,0.282143,0.169286,0.423214,0.000000,0.000000,WORKING,CLEAR,0
18000,0.285714,0.171429,0.428571,0.000000,0.000000,WORKING,CLEAR,0
18100,0.289286,0.173571,0.433929,0.000000,0.000000,WORKING,CLEAR,0
18200,0.292857,0.175714,0.439286,0.000000,0.000000,WORKING,CLEAR,0
18300,0.296429,0.177857,0.444643,0.000000,0.000000,WORKING,CLEAR,0
18400,0.300000,0.180000,0.450000,0.000000,0.000000,WORKING,CLEAR,0
18500,0.303571,0.182143,0.455357,0.000000,0.000000,WORKING,CLEAR,0
18600,0.307143,0.184286,0.460714,0.000000,0.000000,WORKING,CLEAR,0
18700,0.310714,0.186429,0.466071,0.000000,0.000000,WORKING,CLEAR,0
18800,0.314286,0.188571,0.471429,0.000000,0.000000,WORKING,CLEAR,0
18900,0.317857,0.190714,0.476786,0.000000,0.000000,WORKING,CLEAR,0
19000,0.321429,0.192857,0.482143,0.000000,0.000000,WORKING,CLEAR,0
19100,0.325000,0.195000,0.487500,0.000000,0.000000,WORKING,CLEAR,0
19200,0.328571,0.197143,0.492857,0.000000,0.000000,WORKING,CLEAR,0
19300,0.332143,0.199286,0.498214,0.000000,0.000000,WORKING,CLEAR,0
19400,0.335714,0.201429,0.503571,0.000000,0.000000,WORKING,CLEAR,0
19500,0.339286,0.203571,0.508929,0.000000,0.000000,WORKING,CLEAR,0
19600,0.342857,0.205714,0.514286,0.000000,0.000000,WORKING,CLEAR,0
19700,0.346429,0.207857,0.519643,0.000000,0.000000,WORKING,CLEAR,0
19800,0.350000,0.210000,0.525000,0.000000,0.000000,WORKING,CLEAR,0
19900,0.353571,0.212143,0.530357,0.000000,0.000000,WORKING,CLEAR,0
20000,0.357143,0.214286,0.535714,0.000000,0.000000,WORKING,CLEAR,0
20100,0.360714,0.216429,0.541071,0.000000,0.000000,WORKING,CLEAR,0
20200,0.364286,0.218571,0.546429,0.000000,0.000000,WORKING,CLEAR,0
20300,0.367857,0.220714,0.551786,0.000000,0.000000,WORKING,CLEAR,0
20400,0.371429,0.222857,0.557143,0.000000,0.000000,WORKING,CLEAR,0
20500,0.375000,0.225000,0.562500,0.000000,0.000000,WORKING,CLEAR,0
20600,0.378571,0.227143,0.567857,0.000000,0.000000,WORKING,CLEAR,0
20700,0.382143,0.229286,0.573214,0.000000,0.000000,WORKING,CLEAR,0
20800,0.385714,0.231429,0.578571,0.000000,0.000000,WORKING,CLEAR,0
20900,0.389286,0.233571,0.583929,0.000000,0.000000,WORKING,CLEAR,0
21000,0.392857,0.235714,0.589286,0.000000,0.000000,WORKING,CLEAR,0
21100,0.396429,0.237857,0.594643,0.000000,0.000000,WORKING,CLEAR,0
21200,0.400000,0.240000,0.600000,0.000000,0.000000,WORKING,CLEAR,0
21300,0.403571,0.242143,0.605357,0.000000,0.000000,WORKING,CLEAR,0
21400,0.407143,0.244286,0.610714,0.000000,0.000000,WORKING,CLEAR,0
21500,0.410714,0.246429,0.616071,0.000000,0.000000,WORKING,CLEAR,0
21600,0.414286,0.248571,0.621429,0.000000,0.000000,WORKING,CLEAR,0
21700,0.417857,0.250714,0.626786,0.000000,0.000000,WORKING,CLEAR,0
21800,0.421429,0.252857,0.632143,0.000000,0.000000,WORKING,CLEAR,0
21900,0.425000,0.255000,0.637500,0.000000,0.000000,WORKING,CLEAR,0
22000,0.428571,0.257143,0.642857,0.000000,0.000000,WORKING,CLEAR,0
22100,0.432143,0.259286,0.648214,0.000000,0.000000,WORKING,CLEAR,0
22200,0.435714,0.261429,0.653571,0.000000,0.000000,WORKING,CLEAR,0
22300,0.439286,0.263571,0.658929,0.000000,0.000000,WORKING,CLEAR,0
22400,0.442857,0.265714,0.664286,0.000000,0.000000,WORKING,CLEAR,0
22500,0.446429,0.267857,0.669643,0.000000,0.000000,WORKING,CLEAR,0
22600,0.450000,0.270000,0.675000,0.000000,0.000000,WORKING,CLEAR,0
22700,0.453571,0.272143,0.680357,0.000000,0.000000,WORKING,CLEAR,0
22800,0.457143,0.274286,0.685714,0.000000,0.000000,WORKING,CLEAR,0
22900,0.460714,0.276429,0.691071,0.000000,0.000000,WORKING,CLEAR,0
23000,0.464286,0.278571,0.696429,0.000000,0.000000,WORKING,CLEAR,0
23100,0.467857,0.280714,0.701786,0.000000,0.000000,WORKING,CLEAR,0
23200,0.471429,0.282857,0.707143,0.000000,0.000000,WORKING,CLEAR,0
23300,0.475000,0.285000,0.712500,0.000000,0.000000,WORKING,CLEAR,0
23400,0.478571,0.287143,0.717857,0.000000,0.000000,WORKING,CLEAR,0
23500,0.482143,0.289286,0.723214,0.000000,0.000000,WORKING,CLEAR,0
23600,0.485714,0.291429,0.728571,0.000000,0.000000,WORKING,CLEAR,0
23700,0.489286,0.293571,0.733929,0.000000,0.000000,WORKING,CLEAR,0
23800,0.492857,0.295714,0.739286,0.000000,0.000000,WORKING,CLEAR,0
23900,0.496429,0.297857,0.744643,0.000000,0.000000,WORKING,CLEAR,0
24000,0.550000,0.400000,0.600000,0.000000,0.473000,WORKING,OVERCAST,0
24100,0.550000,0.405175,0.600000,0.000000,0.406780,WORKING,OVERCAST,0
24200,0.550000,0.410312,0.600000,0.000000,0.349831,WORKING,OVERCAST,0
24300,0.550000,0.415372,0.600000,0.000000,0.300854,WORKING,OVERCAST,0
24400,0.550000,0.420317,0.600000,0.000000,0.258735,WORKING,OVERCAST,0
24500,0.550000,0.425111,0.600000,0.000000,0.222512,WORKING,OVERCAST,0
24600,0.550000,0.429718,0.600000,0.000000,0.191360,WORKING,OVERCAST,0
24700,0.550000,0.434103,0.600000,0.000000,0.164570,WORKING,OVERCAST,0
24800,0.550000,0.438234,0.600000,0.000000,0.141530,WORKING,OVERCAST,0
24900,0.550000,0.442080,0.600000,0.000000,0.121716,WORKING,OVERCAST,0
25000,0.550000,0.445613,0.600000,0.000000,0.104676,WORKING,OVERCAST,0
25100,0.550000,0.448805,0.600000,0.000000,0.090021,WORKING,OVERCAST,0
25200,0.550000,0.451633,0.600000,0.000000,0.077418,WORKING,OVERCAST,0
25300,0.550000,0.454077,0.600000,0.000000,0.066580,WORKING,OVERCAST,0
25400,0.550000,0.456118,0.600000,0.000000,0.057258,WORKING,OVERCAST,0
25500,0.550000,0.457740,0.600000,0.000000,0.049242,WORKING,OVERCAST,0
25600,0.550000,0.458932,0.600000,0.000000,0.042348,WORKING,OVERCAST,0
25700,0.550000,0.459684,0.600000,0.000000,0.036420,WORKING,OVERCAST,0
25800,0.550000,0.459992,0.600000,0.000000,0.031321,WORKING,OVERCAST,0
25900,0.550000,0.459853,0.600000,0.000000,0.026936,WORKING,OVERCAST,0
26000,0.550000,0.459267,0.600000,0.000000,0.023165,WORKING,OVERCAST,0
26100,0.550000,0.458240,0.600000,0.000000,0.019922,WORKING,OVERCAST,0
26200,0.550000,0.456778,0.600000,0.000000,0.473000,WORKING,OVERCAST,0
26300,0.550000,0.454893,0.600000,0.000000,0.406780,WORKING,OVERCAST,0
26400,0.550000,0.452599,0.600000,0.000000,0.349831,WORKING,OVERCAST,0
26500,0.550000,0.449913,0.600000,0.000000,0.300854,WORKING,OVERCAST,0
26600,0.550000,0.446855,0.600000,0.000000,0.258735,WORKING,OVERCAST,0
26700,0.550000,0.443448,0.600000,0.000000,0.222512,WORKING,OVERCAST,0
26800,0.550000,0.439717,0.600000,0.000000,0.191360,WORKING,OVERCAST,0
26900,0.550000,0.435689,0.600000,0.000000,0.164570,WORKING,OVERCAST,0
27000,0.550000,0.431396,0.600000,0.000000,0.141530,WORKING,OVERCAST,0
27100,0.550000,0.426869,0.600000,0.000000,0.121716,WORKING,OVERCAST,0
27200,0.550000,0.422141,0.600000,0.000000,0.104676,WORKING,OVERCAST,0
27300,0.550000,0.417249,0.600000,0.000000,0.090021,WORKING,OVERCAST,0
27400,0.550000,0.412227,0.600000,0.000000,0.077418,WORKING,OVERCAST,0
27500,0.550000,0.407115,0.600000,0.000000,0.066580,WORKING,OVERCAST,0
27600,0.550000,0.401950,0.600000,0.000000,0.057258,WORKING,OVERCAST,0
27700,0.550000,0.396770,0.600000,0.000000,0.049242,WORKING,OVERCAST,0
27800,0.550000,0.391614,0.600000,0.000000,0.042348,WORKING,OVERCAST,0
27900,0.550000,0.386521,0.600000,0.000000,0.036420,WORKING,OVERCAST,0
28000,0.550000,0.381528,0.600000,0.000000,0.031321,WORKING,OVERCAST,0
28100,0.550000,0.376673,0.600000,0.000000,0.026936,WORKING,OVERCAST,0
28200,0.550000,0.371991,0.600000,0.000000,0.023165,WORKING,OVERCAST,0
28300,0.550000,0.367519,0.600000,0.000000,0.019922,WORKING,OVERCAST,0
28400,0.550000,0.363289,0.600000,0.000000,0.473000,WORKING,OVERCAST,0
28500,0.550000,0.359332,0.600000,0.000000,0.406780,WORKING,OVERCAST,0
28600,0.550000,0.355678,0.600000,0.000000,0.349831,WORKING,OVERCAST,0
28700,0.550000,0.352355,0.600000,0.000000,0.300854,WORKING,OVERCAST,0
28800,0.550000,0.349387,0.600000,0.000000,0.258735,WORKING,OVERCAST,0
28900,0.550000,0.346796,0.600000,0.000000,0.222512,WORKING,OVERCAST,0
29000,0.550000,0.344602,0.600000,0.000000,0.191360,WORKING,OVERCAST,0
29100,0.550000,0.342821,0.600000,0.000000,0.164570,WORKING,OVERCAST,0
29200,0.550000,0.341466,0.600000,0.000000,0.141530,WORKING,OVERCAST,0
29300,0.550000,0.340547,0.600000,0.000000,0.121716,WORKING,OVERCAST,0
29400,0.550000,0.340071,0.600000,0.000000,0.104676,WORKING,OVERCAST,0
29500,0.550000,0.340042,0.600000,0.000000,0.090021,WORKING,OVERCAST,0
29600,0.550000,0.340461,0.600000,0.000000,0.077418,WORKING,OVERCAST,0
29700,0.550000,0.341322,0.600000,0.000000,0.066580,WORKING,OVERCAST,0
29800,0.550000,0.342622,0.600000,0.000000,0.057258,WORKING,OVERCAST,0
29900,0.550000,0.344349,0.600000,0.000000,0.049242,WORKING,OVERCAST,0
30000,0.550000,0.346490,0.600000,0.000000,0.042348,WORKING,OVERCAST,0
30100,0.550000,0.349031,0.600000,0.000000,0.036420,WORKING,OVERCAST,0
30200,0.550000,0.351952,0.600000,0.000000,0.031321,WORKING,OVERCAST,0
30300,0.550000,0.355230,0.600000,0.000000,0.026936,WORKING,OVERCAST,0
30400,0.550000,0.358843,0.600000,0.000000,0.023165,WORKING,OVERCAST,0
30500,0.550000,0.362762,0.600000,0.000000,0.019922,WORKING,OVERCAST,0
30600,0.550000,0.366959,0.600000,0.000000,0.473000,WORKING,OVERCAST,0
30700,0.550000,0.371402,0.600000,0.000000,0.406780,WORKING,OVERCAST,0
30800,0.550000,0.376058,0.600000,0.000000,0.349831,WORKING,OVERCAST,0
30900,0.550000,0.380893,0.600000,0.000000,0.300854,WORKING,OVERCAST,0
31000,0.550000,0.385870,0.600000,0.000000,0.258735,WORKING,OVERCAST,0
31100,0.550000,0.390953,0.600000,0.000000,0.222512,WORKING,OVERCAST,0
31200,0.550000,0.396103,0.600000,0.000000,0.191360,WORKING,OVERCAST,0
31300,0.550000,0.401282,0.600000,0.000000,0.164570,WORKING,OVERCAST,0
31400,0.550000,0.406451,0.600000,0.000000,0.141530,WORKING,OVERCAST,0
31500,0.550000,0.411572,0.600000,0.000000,0.121716,WORKING,OVERCAST,0
31600,0.550000,0.416607,0.600000,0.000000,0.104676,WORKING,OVERCAST,0
31700,0.550000,0.421519,0.600000,0.000000,0.090021,WORKING,OVERCAST,0
31800,0.550000,0.426270,0.600000,0.000000,0.077418,WORKING,OVERCAST,0
31900,0.550000,0.430825,0.600000,0.000000,0.066580,WORKING,OVERCAST,0
32000,0.550000,0.435150,0.600000,0.000000,0.057258,WORKING,OVERCAST,0
32100,0.550000,0.439213,0.600000,0.000000,0.049242,WORKING,OVERCAST,0
32200,0.550000,0.442984,0.600000,0.000000,0.042348,WORKING,OVERCAST,0
32300,0.550000,0.446435,0.600000,0.000000,0.036420,WORKING,OVERCAST,0
32400,0.550000,0.449539,0.600000,0.000000,0.031321,WORKING,OVERCAST,0
32500,0.550000,0.452274,0.600000,0.000000,0.026936,WORKING,OVERCAST,0
32600,0.550000,0.454620,0.600000,0.000000,0.023165,WORKING,OVERCAST,0
32700,0.550000,0.456558,0.600000,0.000000,0.019922,WORKING,OVERCAST,0
32800,0.550000,0.458075,0.600000,0.000000,0.473000,WORKING,OVERCAST,0
32900,0.550000,0.459159,0.600000,0.000000,0.406780,WORKING,OVERCAST,0
33000,0.550000,0.459802,0.600000,0.000000,0.349831,WORKING,OVERCAST,0
33100,0.550000,0.459999,0.600000,0.000000,0.300854,WORKING,OVERCAST,0
33200,0.550000,0.459749,0.600000,0.000000,0.258735,WORKING,OVERCAST,0
33300,0.550000,0.459054,0.600000,0.000000,0.222512,WORKING,OVERCAST,0
33400,0.550000,0.457918,0.600000,0.000000,0.191360,WORKING,OVERCAST,0
33500,0.550000,0.456351,0.600000,0.000000,0.164570,WORKING,OVERCAST,0
33600,0.550000,0.454363,0.600000,0.000000,0.141530,WORKING,OVERCAST,0
33700,0.550000,0.451971,0.600000,0.000000,0.121716,WORKING,OVERCAST,0
